trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
943,False,"{'a': 0.5, 'e': 0.15566075503841742}",20,13,14.265360270902317,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.5, 'e': 0.15417886461532546}",20,6,10.128025103559189,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
945,False,"{'a': 0.5, 'e': 0.15269662728985298}",25,13,11.56399414084554,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
946,False,"{'a': 0.5, 'e': 0.15121404639703348}",30,14,-31.71546267861843,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
947,False,"{'a': 0.5, 'e': 0.14973112527267338}",30,14,19.020679735324016,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
948,False,"{'a': 0.5, 'e': 0.14824786725334482}",30,16,13.907055137238718,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
949,False,"{'a': 0.5, 'e': 0.14676427567637726}",20,16,10.008304239197907,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.5, 'e': 0.14528035387985133}",25,8,9.29240815511493,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
951,False,"{'a': 0.5, 'e': 0.14379610520259048}",20,0,15.980504005042636,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
952,False,"{'a': 0.5, 'e': 0.1423115329841538}",35,14,30.02952399844702,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.5, 'e': 0.14082664056482772}",30,13,29.708812161736255,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.5, 'e': 0.13934143128561977}",20,0,19.021190891675523,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
955,False,"{'a': 0.5, 'e': 0.13785590848825025}",25,0,-79.89013132827351,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
956,False,"{'a': 0.5, 'e': 0.13637007551514496}",20,12,18.372565859166148,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,False,"{'a': 0.5, 'e': 0.1348839357094271}",20,0,31.826363027296125,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
958,False,"{'a': 0.5, 'e': 0.1333974924149108}",20,7,23.29816198550788,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.5, 'e': 0.13191074897609284}",25,13,0.33258304513406634,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
960,False,"{'a': 0.5, 'e': 0.13042370873814554}",25,7,18.284920776926768,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
961,False,"{'a': 0.5, 'e': 0.12893637504690839}",25,16,16.213176448770927,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.5, 'e': 0.1274487512488818}",30,6,12.025728926851475,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
963,False,"{'a': 0.5, 'e': 0.12596084069121863}",25,13,20.648984273206423,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.5, 'e': 0.12447264672171729}",20,8,-19.32030564022681,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
965,False,"{'a': 0.5, 'e': 0.12298417268881312}",20,10,0.9640815888605414,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
966,False,"{'a': 0.5, 'e': 0.12149542194157227}",25,19,10.482263850916425,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.5, 'e': 0.12000639782968332}",30,10,-7.573436737815706,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
968,False,"{'a': 0.5, 'e': 0.11851710370345009}",20,13,-10.456464233397273,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
969,False,"{'a': 0.5, 'e': 0.11702754291378331}",20,12,2.0423398077107424,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
970,False,"{'a': 0.5, 'e': 0.11553771881219435}",20,12,16.18360296114975,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.5, 'e': 0.1140476347507868}",25,20,9.187386717893474,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.5, 'e': 0.1125572940822494}",35,19,29.473826008224204,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.5, 'e': 0.11106670015984757}",35,19,18.409867218569993,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
974,False,"{'a': 0.5, 'e': 0.10957585633741725}",35,9,24.38163128739305,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
975,False,"{'a': 0.5, 'e': 0.10808476596935639}",25,14,21.952018560200067,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.5, 'e': 0.10659343241061792}",35,17,2.15772776405457,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
977,False,"{'a': 0.5, 'e': 0.10510185901670127}",20,12,14.80236611677382,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.5, 'e': 0.10361004914364617}",25,3,36.92120013332302,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.5, 'e': 0.10211800614802422}",25,5,24.460322030779892,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
980,False,"{'a': 0.5, 'e': 0.10062573338693173}",35,18,20.204427491837478,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
981,False,"{'a': 0.5, 'e': 0.09913323421798134}",20,8,11.372673621461466,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
982,False,"{'a': 0.5, 'e': 0.0976405119992958}",20,4,27.956412488917636,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.5, 'e': 0.09614757008949967}",30,7,37.03294657440485,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.5, 'e': 0.09465441184771117}",20,0,23.800172180178023,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
985,False,"{'a': 0.5, 'e': 0.09316104063353596}",20,13,10.835612639811368,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.5, 'e': 0.09166745980705862}",25,20,10.47505468111612,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.5, 'e': 0.0901736727288356}",25,14,19.81771268248403,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.5, 'e': 0.08867968275988677}",25,13,10.561354074847133,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
989,False,"{'a': 0.5, 'e': 0.08718549326168915}",20,8,17.832906575798795,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.5, 'e': 0.08569110759616845}",30,16,26.316130522946985,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.5, 'e': 0.08419652912569205}",20,15,7.69263480586531,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.5, 'e': 0.0827017612130604}",20,0,-10.08476074360531,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
993,False,"{'a': 0.5, 'e': 0.08120680722150092}",25,11,23.148266706465098,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.5, 'e': 0.07971167051465945}",20,10,-17.107319911396452,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
995,False,"{'a': 0.5, 'e': 0.07821635445659318}",20,10,9.199762819796504,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.5, 'e': 0.07672086241176215}",25,13,8.258408477691368,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
997,False,"{'a': 0.5, 'e': 0.07522519774502306}",25,17,14.33235196965361,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.5, 'e': 0.07372936382162078}",20,10,18.66479179625575,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.5, 'e': 0.07223336400718122}",30,16,18.18212666387007,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.5, 'e': 0.0707372016677029}",30,13,25.163818181281542,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1001,False,"{'a': 0.5, 'e': 0.06924088016955068}",25,14,19.817935216377958,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.5, 'e': 0.06774440287944729}",25,11,26.943793332402496,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1003,False,"{'a': 0.5, 'e': 0.06624777316446621}",20,16,8.437445413648343,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.5, 'e': 0.06475099439202324}",25,10,28.545043034116375,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1005,False,"{'a': 0.5, 'e': 0.0632540699298702}",25,3,39.74051396838908,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'a': 0.5, 'e': 0.06175700314608652}",30,17,28.56482481667387,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1007,False,"{'a': 0.5, 'e': 0.06025979740907203}",20,5,26.78136325963998,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1008,False,"{'a': 0.5, 'e': 0.058762456087538564}",20,7,-19.170391702985196,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1009,False,"{'a': 0.5, 'e': 0.0572649825505037}",20,13,9.797496873256309,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1010,False,"{'a': 0.5, 'e': 0.05576738016728224}",25,12,21.937957699609214,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1011,False,"{'a': 0.5, 'e': 0.05426965230747917}",30,11,32.86502148193959,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.5, 'e': 0.05277180234098107}",35,18,32.6756940372102,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'a': 0.5, 'e': 0.05127383363794997}",25,17,15.461101284577516,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.5, 'e': 0.049775749568814816}",20,10,13.110241625402585,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.5, 'e': 0.04827755350426435}",25,12,13.469932370285289,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.5, 'e': 0.04677924881523865}",25,20,9.325499336620396,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'a': 0.5, 'e': 0.04528083887292285}",30,9,38.561629281791916,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1018,False,"{'a': 0.5, 'e': 0.04378232704873868}",20,6,13.228076386273948,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1019,False,"{'a': 0.5, 'e': 0.04228371671433735}",20,13,14.635901841988385,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'a': 0.5, 'e': 0.040785011241591035}",25,20,10.939242868185438,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'a': 0.5, 'e': 0.039286214002586625}",20,12,15.962683227471015,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1022,False,"{'a': 0.5, 'e': 0.03778732836961728}",25,17,14.129155450739894,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1023,False,"{'a': 0.5, 'e': 0.03628835771517527}",30,8,37.15903879063155,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.5, 'e': 0.03478930541194349}",20,5,30.463569326073983,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1025,False,"{'a': 0.5, 'e': 0.03329017483278921}",20,1,-6.47544617391366,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
1026,False,"{'a': 0.5, 'e': 0.03179096935075582}",20,4,25.967394350608018,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1027,False,"{'a': 0.5, 'e': 0.03029169233905459}",20,6,25.29737885056766,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1028,False,"{'a': 0.5, 'e': 0.028792347171058365}",20,10,17.411223550305994,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1029,False,"{'a': 0.5, 'e': 0.027292937220293155}",20,8,22.828731442978892,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1030,False,"{'a': 0.5, 'e': 0.025793465860430936}",25,2,23.583210294871435,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1031,False,"{'a': 0.5, 'e': 0.024293936465281194}",20,14,11.951864716593265,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1032,False,"{'a': 0.5, 'e': 0.02279435240878465}",30,22,14.083930456507328,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1033,False,"{'a': 0.5, 'e': 0.021294717065004805}",20,9,19.161527281769192,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'a': 0.5, 'e': 0.019795033808120765}",30,16,14.251906273634564,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1035,False,"{'a': 0.5, 'e': 0.01829530601241879}",20,16,8.740083491906992,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.5, 'e': 0.016795537052286005}",25,15,17.796317891065286,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1037,False,"{'a': 0.5, 'e': 0.015295730302201936}",20,8,24.013891674492008,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1038,False,"{'a': 0.5, 'e': 0.013795889136731364}",20,9,20.609285941171184,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.5, 'e': 0.012296016930515831}",30,18,23.50886930521149,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1040,False,"{'a': 0.5, 'e': 0.010796117058267392}",20,3,30.2671249426852,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1041,False,"{'a': 0.5, 'e': 0.009296192894760127}",25,15,16.01604028105844,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1042,False,"{'a': 0.5, 'e': 0.007796247814822993}",20,10,18.596039612136188,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'a': 0.5, 'e': 0.006296285193331342}",20,0,35.34791527216837,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1044,False,"{'a': 0.5, 'e': 0.004796308405200662}",25,15,18.061783375200612,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.5, 'e': 0.0032963208253780946}",20,14,9.371231746267158,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1046,False,"{'a': 0.5, 'e': 0.0017963258288352822}",35,18,28.64417168311593,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1047,False,"{'a': 0.5, 'e': 0.0002963267905598908}",20,16,10.119838897102376,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1048,False,"{'a': 0.5, 'e': -0.0012036729144506543}",30,17,21.81922293175497,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,19,10.677614198955435,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,12,16.41772756592178,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,13,11.208463159578681,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,6,26.285168150106085,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,13,19.35304174063313,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,20,14.827072477138291,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,8,19.893498974185075,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,16,29.215845799617007,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,14,9.810634177564546,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,13,28.83340849113484,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,10,26.014318397185633,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,12,14.514303855589972,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,15,19.018405432419733,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,15,20.721596735316183,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,6,26.659816418121725,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",30,19,19.038406297389507,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,11,28.1095840664137,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",30,12,36.50438948361584,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,15,14.169502169262362,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,13,24.38059191211586,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",25,10,29.44290830427496,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",20,9,20.002194446578045,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",20,12,14.192346246886482,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",20,12,14.976497199215064,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",25,15,14.821431314426905,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",20,12,16.734926092813055,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",30,7,39.144060593785866,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",25,13,21.99927187587968,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",30,17,25.49456284001965,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",25,12,26.763534227027602,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",20,6,26.73051362347301,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",20,13,12.569231323120716,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",30,21,16.347356204003514,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",20,16,8.80148574718415,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",20,15,9.961139690343453,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",20,14,11.564340572182907,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",25,3,41.1400073950684,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",20,0,32.82450032890184,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
39,True,"{'a': 0, 'e': 0}",25,13,21.208462949638953,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",20,11,13.691086275711916,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",25,15,21.6663069233561,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",20,8,26.258327617393512,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",25,11,28.521570916880385,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",25,19,12.235053722801688,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",25,13,22.954608654420667,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",25,15,20.57758492862929,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",35,16,35.563816301543056,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",25,13,23.466203748150566,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",20,10,15.706632549586734,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",30,8,39.57396234740901,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
